id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
5493,denver,2018,buick,like new,4 cylinders,gas,150693,clean,automatic,4wd,mid-size,SUV,black,co,17403
5494,syracuse,2013,honda,good,4 cylinders,gas,143506,clean,automatic,fwd,full-size,sedan,blue,,4104
5495,madison,2010,chevrolet,excellent,6 cylinders,gas,161755,clean,automatic,fwd,mid-size,sedan,white,wi,3255
5496,tucson,2017,HONDA,like new,4 cylinders,gas,72840,salvage,automatic,fwd,compact,sedan,black,az,11701
5497,huntington-ashland,2011,ｔｏｙｏｔａ,like new,4 cylinders,gas,104519,rebuilt,automatic,fwd,full-size,sedan,black,ca,6159
5498,york,2000,honda,fair,6 cylinders,gas,193271,clean,manual,rwd,full-size,sedan,white,,7542
5499,south jersey,2006,chevrolet,excellent,6 cylinders,gas,121757,,automatic,fwd,full-size,,black,nj,4722
5500,north jersey,2010,mercury,good,4 cylinders,gas,155628,clean,automatic,fwd,full-size,sedan,grey,nj,6243
5501,los angeles,2011,jeep,excellent,6 cylinders,gas,87710,lien,automatic,4wd,mid-size,SUV,brown,ca,18638
5502,madison,2004,chevrolet,good,8 cylinders,gas,147954,clean,automatic,4wd,full-size,truck,black,wi,29436
5503,yuma,2003,ram,fair,6 cylinders,gas,152282,clean,manual,fwd,full-size,pickup,green,az,4568
5504,SF bay area,2017,ｄｏｄｇｅ,like new,6 cylinders,gas,10271,rebuilt,automatic,rwd,full-size,truck,silver,ca,40910
5505,rhode island,1998,ford,good,6 cylinders,gas,136571,clean,automatic,rwd,full-size,SUV,silver,ri,8780
5506,syracuse,2008,ford,good,8 cylinders,gas,170720,clean,other,4wd,full-size,sedan,black,ny,6169
5507,rhode island,2014,kia,excellent,4 cylinders,gas,125095,clean,automatic,fwd,mid-size,SUV,silver,,6841
5508,florence / muscle shoals,1980,chevrolet,fair,6 cylinders,gas,154539,missing,manual,fwd,compact,coupe,green,,4982
5509,denver,2005,jeep,fair,8 cylinders,gas,96132,clean,manual,4wd,mid-size,SUV,green,,6867
5510,los angeles,2017,nissan,excellent,4 cylinders,gas,143085,clean,automatic,fwd,mid-size,wagon,silver,ca,5163
5511,moses lake,2004,ford,good,8 cylinders,gas,137550,clean,manual,rwd,full-size,van,black,,2478
5512,harrisonburg,2011,ford,good,3 cylinders,gas,79117,clean,automatic,fwd,compact,sedan,grey,va,5536
5513,tampa bay area,2012,bmw,excellent,6 cylinders,gas,194306,clean,manual,fwd,mid-size,sedan,black,fl,7492
5514,medford-ashland,2014,subaru,excellent,4 cylinders,gas,87856,clean,automatic,4wd,mid-size,SUV,black,,10479
5515,mcallen / edinburg,2015,toyota,excellent,4 cylinders,gas,130360,clean,automatic,4wd,mid-size,SUV,blue,tx,8642
5516,madison,2014,FORD,excellent,6 cylinders,gas,18569,clean,automatic,4wd,full-size,pickup,black,,38454
5517,western KY,2015,chrysler,excellent,4 cylinders,gas,121378,clean,manual,fwd,compact,sedan,black,,7036
5518,wichita,2011,chevrolet,like new,4 cylinders,gas,12118,salvage,automatic,fwd,full-size,sedan,black,,15171
5519,south florida,2006,bmw,good,6 cylinders,gas,178123,clean,automatic,rwd,mid-size,SUV,brown,fl,8907
5520,hawaii,2015,HYUNDAI,like new,4 cylinders,gas,99816,salvage,automatic,fwd,mid-size,sedan,blue,hi,8039
5521,las vegas,2001,bmw,excellent,6 cylinders,,173319,clean,manual,rwd,full-size,SUV,blue,nv,19584
5522,central NJ,2008,chevrolet,excellent,6 cylinders,gas,193770,rebuilt,automatic,fwd,full-size,SUV,red,nj,7660
5523,dubuque,2006,ford,excellent,8 cylinders,diesel,115194,clean,automatic,4wd,full-size,pickup,black,ia,26889
5524,lehigh valley,2016,toyota,excellent,6 cylinders,gas,141676,clean,automatic,4wd,mid-size,SUV,silver,pa,8774
5525,tampa bay area,1999,jeep,excellent,6 cylinders,gas,195417,clean,automatic,4wd,full-size,SUV,red,fl,6123
5526,vermont,2014,chevrolet,excellent,6 cylinders,gas,85075,clean,automatic,4wd,full-size,pickup,black,vt,20058
5527,green bay,2017,ram,excellent,6 cylinders,diesel,33580,clean,automatic,4wd,full-size,pickup,silver,wi,19095
5528,"st louis, MO",1972,chevrolet,good,8 cylinders,gas,49659,clean,automatic,rwd,full-size,coupe,black,mo,28692
5529,mcallen / edinburg,2014,chevrolet,excellent,8 cylinders,gas,175300,clean,automatic,fwd,full-size,SUV,black,tx,4263
5530,fayetteville,2009,mazda,excellent,4 cylinders,gas,241722,clean,manual,fwd,compact,sedan,black,nc,5326
5531,orange county,1953,ford,good,6 cylinders,gas,369,clean,manual,rwd,compact,coupe,white,ca,8480
5532,"washington, DC",1994,ford,fair,8 cylinders,gas,142497,clean,manual,rwd,full-size,pickup,white,dc,3735
5533,annapolis,2015,kia,like new,6 cylinders,gas,131839,lien,automatic,4wd,mid-size,SUV,black,,8988
5534,sarasota-bradenton,1995,FORD,excellent,8 cylinders,gas,164834,salvage,manual,rwd,full-size,coupe,green,fl,22547
5535,grand rapids,2014,ford,excellent,6 cylinders,gas,30780,clean,automatic,rwd,full-size,other,green,mi,31004
5536,tulsa,2006,chevrolet,good,8 cylinders,,99812,clean,manual,rwd,full-size,truck,black,ok,20498
5537,bismarck,2000,ram,excellent,8 cylinders,gas,178364,clean,manual,4wd,full-size,sedan,green,,22624
5538,fargo / moorhead,2008,toyota,excellent,6 cylinders,gas,131826,clean,automatic,fwd,full-size,sedan,blue,mn,6129
5539,plattsburgh-adirondacks,2017,acura,like new,6 cylinders,gas,89171,clean,automatic,rwd,full-size,SUV,custom,ny,34373
5540,albany,2004,chevrolet,excellent,8 cylinders,diesel,101096,clean,automatic,4wd,full-size,truck,red,ny,21521
5541,reno / tahoe,2012,volkswagen,excellent,4 cylinders,gas,129217,clean,automatic,fwd,full-size,sedan,white,ca,9842
5542,prescott,2009,bmw,excellent,6 cylinders,gas,83006,clean,automatic,fwd,full-size,sedan,blue,,7241
5543,syracuse,2014,ford,good,4 cylinders,gas,103007,clean,manual,fwd,compact,coupe,blue,ny,7647
5544,south jersey,1990,bmw,excellent,6 cylinders,gas,89345,clean,manual,fwd,compact,sedan,blue,nj,7013
5545,salem,2014,nissan,like new,4 cylinders,gas,92388,clean,automatic,fwd,compact,sedan,grey,or,5229
5546,fort wayne,2012,ford,like new,4 cylinders,gas,41310,clean,automatic,fwd,mid-size,sedan,grey,in,2192
5547,mankato,2003,kia,excellent,4 cylinders,gas,162982,clean,automatic,fwd,sub-compact,sedan,green,mn,5950
5548,las vegas,2013,bmw,excellent,6 cylinders,gas,111631,clean,automatic,fwd,mid-size,coupe,silver,nv,11914
5549,rochester,2001,ram,excellent,8 cylinders,diesel,231949,clean,automatic,4wd,full-size,pickup,white,ny,7871
5550,atlanta,2011,ford,excellent,6 cylinders,gas,190040,clean,manual,4wd,mid-size,SUV,grey,ga,11012
5551,pittsburgh,2010,bmw,excellent,6 cylinders,gas,127586,clean,automatic,fwd,full-size,SUV,black,pa,25185
5552,cleveland,1977,jeep,excellent,5 cylinders,gas,48886,clean,automatic,4wd,mid-size,SUV,red,oh,45490
5553,chicago,2007,ford,excellent,6 cylinders,gas,175373,clean,automatic,fwd,mid-size,mini-van,silver,il,20241
5554,denver,2013,ford,excellent,4 cylinders,gas,82590,rebuilt,automatic,4wd,full-size,SUV,blue,co,23447
5555,eau claire,2011,chevrolet,excellent,6 cylinders,gas,103902,clean,automatic,rwd,full-size,truck,black,,7286
5556,cleveland,2004,dodge,good,8 cylinders,gas,126381,clean,automatic,rwd,mid-size,sedan,custom,oh,1509
5557,daytona beach,1990,chevrolet,good,6 cylinders,gas,179125,clean,automatic,fwd,mid-size,van,blue,fl,4141
5558,new haven,2010,volkswagen,excellent,4 cylinders,gas,64735,rebuilt,automatic,fwd,mid-size,sedan,black,,27008
5559,st cloud,2014,FORD,excellent,6 cylinders,,51499,clean,automatic,fwd,full-size,pickup,black,mn,19663
5560,redding,2007,toyota,excellent,4 cylinders,gas,134777,clean,manual,fwd,full-size,sedan,silver,ca,2524
5561,fayetteville,2011,honda,good,4 cylinders,gas,114246,clean,automatic,4wd,mid-size,SUV,blue,nc,13920
5562,cedar rapids,2015,ram,excellent,6 cylinders,diesel,46757,clean,automatic,4wd,full-size,pickup,white,ia,29584
5563,north jersey,2012,ford,excellent,8 cylinders,gas,121495,clean,automatic,4wd,full-size,SUV,blue,nj,16923
5564,orlando,2011,ford,excellent,4 cylinders,gas,116337,rebuilt,other,fwd,mid-size,coupe,white,fl,11840
5565,baton rouge,2014,ford,excellent,8 cylinders,gas,91878,clean,automatic,4wd,full-size,pickup,white,la,8529
5566,central NJ,2016,CHEVROLET,excellent,4 cylinders,gas,9519,rebuilt,automatic,fwd,mid-size,coupe,green,nj,13319
5567,rhode island,2017,jeep,like new,6 cylinders,gas,55054,,automatic,4wd,mid-size,,blue,ri,4269
5568,chicago,2017,chevrolet,like new,6 cylinders,gas,32071,clean,automatic,4wd,mid-size,SUV,black,il,39941
5569,macon / warner robins,1998,ford,fair,8 cylinders,gas,104585,clean,manual,rwd,full-size,coupe,green,,4361
5570,cape cod / islands,2011,ford,good,4 cylinders,gas,308924,clean,manual,fwd,full-size,coupe,green,ma,8066
5571,western slope,2007,ford,good,4 cylinders,gas,115094,clean,automatic,fwd,mid-size,sedan,white,,11443
5572,central NJ,2011,infiniti,fair,6 cylinders,gas,168754,clean,automatic,fwd,mid-size,sedan,black,nj,5046
5573,hawaii,2010,bmw,excellent,6 cylinders,gas,141993,clean,automatic,fwd,full-size,sedan,silver,hi,17197
5574,dallas / fort worth,2015,ＨＹＵＮＤＡＩ,like new,4 cylinders,gas,122310,salvage,manual,fwd,mid-size,sedan,silver,tx,3012
5575,buffalo,2006,CADILLAC,fair,8 cylinders,gas,76741,clean,automatic,rwd,full-size,sedan,black,ny,6643
5576,SF bay area,2013,buick,like new,4 cylinders,gas,220036,clean,automatic,fwd,full-size,sedan,blue,ca,9844
5577,las vegas,2007,bmw,good,6 cylinders,gas,118893,clean,automatic,rwd,full-size,SUV,black,nv,6357
5578,louisville,2014,jeep,excellent,6 cylinders,gas,147029,clean,automatic,4wd,full-size,SUV,brown,,8690
5579,little rock,2011,chevrolet,excellent,8 cylinders,gas,122781,clean,automatic,4wd,full-size,pickup,white,ar,10081
5580,las vegas,2018,bmw,like new,6 cylinders,gas,50718,rebuilt,automatic,rwd,mid-size,coupe,blue,nv,16445
5581,fayetteville,2003,honda,good,4 cylinders,gas,207565,clean,automatic,fwd,full-size,sedan,black,nc,4168
5582,tampa bay area,1982,ford,fair,8 cylinders,gas,85905,clean,manual,rwd,full-size,coupe,green,fl,3606
5583,rhode island,2008,ford,excellent,8 cylinders,gas,168759,clean,automatic,4wd,full-size,SUV,black,ri,22960
5584,richmond,2011,FORD,good,8 cylinders,gas,77794,salvage,automatic,rwd,full-size,truck,white,va,14071
5585,rhode island,1995,chevrolet,excellent,8 cylinders,,38092,clean,manual,fwd,full-size,SUV,green,ri,11617
5586,duluth / superior,2015,ram,excellent,6 cylinders,diesel,120606,clean,manual,4wd,mid-size,pickup,silver,mn,19939
5587,los angeles,1946,ford,fair,6 cylinders,gas,5133,missing,manual,rwd,mid-size,pickup,white,ca,9698
5588,orange county,2016,mitsubishi,excellent,4 cylinders,gas,193434,clean,other,fwd,compact,coupe,red,ca,14325
5589,mohave county,2013,honda,excellent,4 cylinders,gas,159392,clean,automatic,fwd,compact,sedan,black,az,2226
5590,bakersfield,2008,ford,excellent,8 cylinders,diesel,167197,rebuilt,automatic,4wd,full-size,truck,black,ca,8793
5591,green bay,1998,ford,good,6 cylinders,gas,163635,clean,automatic,4wd,full-size,SUV,black,wi,2822
5592,dallas / fort worth,2013,kia,good,4 cylinders,gas,50096,rebuilt,automatic,fwd,compact,sedan,black,tx,10209
5593,medford-ashland,1998,ram,fair,8 cylinders,gas,158738,clean,manual,4wd,full-size,offroad,black,or,19002
5594,south florida,2006,bmw,excellent,6 cylinders,gas,88387,rebuilt,manual,rwd,mid-size,coupe,black,fl,16589
5595,boise,1998,jeep,like new,6 cylinders,diesel,151576,clean,automatic,4wd,mid-size,SUV,red,id,9754
5596,jacksonville,2012,bmw,excellent,6 cylinders,gas,155377,clean,manual,fwd,compact,sedan,blue,fl,7358
5597,eugene,2014,hyundai,good,4 cylinders,gas,87052,salvage,automatic,fwd,full-size,coupe,black,or,8522
5598,cincinnati,2010,cadillac,good,4 cylinders,gas,108840,clean,automatic,fwd,mid-size,sedan,black,oh,3967
5599,bakersfield,2003,buick,excellent,6 cylinders,gas,115828,clean,automatic,fwd,full-size,mini-van,blue,ca,3298
5600,central NJ,2011,chevrolet,like new,6 cylinders,gas,110283,clean,automatic,fwd,full-size,SUV,brown,nj,7290
5601,columbus,2016,mazda,good,3 cylinders,gas,100674,clean,manual,rwd,compact,coupe,white,oh,17813
5602,baltimore,2004,ford,good,6 cylinders,gas,228153,clean,automatic,4wd,full-size,SUV,silver,md,6270
5603,northern michigan,2014,ford,good,4 cylinders,gas,81056,lien,automatic,4wd,compact,van,black,mi,14256
5604,eastern NC,2016,ram,excellent,6 cylinders,gas,41079,clean,automatic,4wd,mid-size,pickup,black,nc,30831
5605,south florida,2011,buick,excellent,6 cylinders,gas,44519,rebuilt,automatic,fwd,mid-size,sedan,blue,fl,13407
5606,yakima,2014,honda,like new,4 cylinders,gas,88045,clean,automatic,fwd,mid-size,SUV,grey,wa,9247
5607,philadelphia,2011,fiat,excellent,4 cylinders,gas,144623,clean,automatic,fwd,sub-compact,hatchback,grey,pa,35785
5608,maine,2012,toyota,excellent,4 cylinders,gas,10087,salvage,automatic,fwd,mid-size,sedan,black,me,22945
5609,dallas / fort worth,2006,ford,good,6 cylinders,gas,139721,clean,automatic,fwd,full-size,van,silver,tx,3915
5610,dallas / fort worth,2014,toyota,excellent,4 cylinders,gas,62270,clean,automatic,fwd,full-size,SUV,silver,tx,11987
5611,bozeman,2001,ford,like new,8 cylinders,diesel,198350,clean,manual,4wd,full-size,pickup,green,mt,18811
5612,jackson,2012,bmw,excellent,6 cylinders,gas,33194,clean,automatic,fwd,mid-size,sedan,black,,16159
5613,greenville / upstate,2013,chevrolet,excellent,6 cylinders,gas,79104,rebuilt,automatic,4wd,full-size,SUV,black,sc,18850
5614,albuquerque,1995,ram,good,6 cylinders,gas,176219,clean,manual,4wd,full-size,pickup,green,nm,3264
5615,lansing,2016,FORD,excellent,6 cylinders,gas,25306,clean,other,4wd,full-size,SUV,silver,mi,31279
5616,texarkana,2002,mazda,fair,6 cylinders,gas,236702,clean,manual,fwd,full-size,coupe,green,tx,4420
5617,prescott,2014,toyota,excellent,4 cylinders,gas,51130,clean,automatic,4wd,full-size,pickup,black,az,14533
5618,las vegas,2016,bmw,excellent,8 cylinders,gas,17429,rebuilt,automatic,rwd,mid-size,sedan,black,nv,22618
5619,phoenix,2002,ｔｏｙｏｔａ,fair,6 cylinders,gas,222059,clean,manual,4wd,full-size,truck,silver,az,4002
5620,denver,2010,BUICK,excellent,6 cylinders,gas,71620,,automatic,fwd,full-size,,silver,co,14137
5621,"st louis, MO",2011,RAM,excellent,6 cylinders,diesel,197929,clean,automatic,4wd,full-size,truck,white,mo,17950
5622,san diego,2012,kia,like new,4 cylinders,gas,70705,clean,automatic,fwd,compact,sedan,grey,ca,10155
5623,central NJ,2003,chevrolet,fair,8 cylinders,gas,91665,clean,manual,fwd,full-size,coupe,blue,nj,7300
5624,new orleans,2014,honda,excellent,6 cylinders,gas,74323,clean,automatic,rwd,full-size,SUV,black,la,26919
5625,"washington, DC",2014,honda,excellent,4 cylinders,gas,141382,salvage,automatic,fwd,compact,sedan,black,,7406
5626,dayton / springfield,1993,chevrolet,fair,6 cylinders,gas,142687,clean,automatic,fwd,compact,other,black,oh,3882
5627,nashville,2013,chevrolet,good,6 cylinders,gas,85711,clean,automatic,fwd,mid-size,van,silver,tn,24612
5628,western slope,2007,lexus,fair,6 cylinders,gas,328279,clean,automatic,4wd,full-size,SUV,black,,8625
5629,new york city,2014,bmw,good,4 cylinders,gas,36520,clean,manual,rwd,compact,coupe,blue,ny,5938
5630,los angeles,2011,BMW,excellent,6 cylinders,gas,158294,clean,automatic,rwd,mid-size,truck,white,ca,18247
5631,buffalo,2002,bmw,good,4 cylinders,gas,222438,clean,automatic,fwd,mid-size,sedan,silver,ny,1137
5632,baltimore,2012,hyundai,excellent,4 cylinders,gas,88982,clean,automatic,fwd,full-size,sedan,red,md,6571
5633,atlanta,2007,nissan,like new,4 cylinders,gas,182957,clean,automatic,fwd,full-size,sedan,black,ga,3071
5634,boise,2006,toyota,excellent,4 cylinders,gas,216015,clean,automatic,fwd,mid-size,wagon,white,,8673
5635,oregon coast,2008,bmw,excellent,6 cylinders,gas,98265,clean,manual,rwd,mid-size,SUV,silver,or,20755
5636,gold country,2011,bmw,excellent,6 cylinders,gas,87067,rebuilt,automatic,fwd,full-size,sedan,blue,ca,3827
5637,new york city,2003,toyota,good,6 cylinders,gas,150153,clean,automatic,4wd,full-size,SUV,black,,2659
5638,spokane / coeur d'alene,2015,nissan,excellent,4 cylinders,gas,104335,rebuilt,automatic,fwd,mid-size,sedan,blue,id,10292
5639,new orleans,2014,ford,excellent,6 cylinders,gas,44911,lien,automatic,4wd,full-size,truck,black,la,30945
5640,santa barbara,2006,mercury,fair,6 cylinders,,128397,clean,automatic,4wd,mid-size,SUV,blue,ca,4399
5641,syracuse,1992,bmw,good,8 cylinders,gas,98755,clean,manual,rwd,full-size,coupe,blue,ny,8567
5642,san antonio,2004,bmw,excellent,6 cylinders,gas,117383,rebuilt,manual,4wd,mid-size,SUV,black,tx,36715
5643,evansville,2014,ford,good,4 cylinders,,250195,clean,manual,fwd,compact,hatchback,grey,in,8562
5644,syracuse,2003,ram,excellent,8 cylinders,diesel,166161,clean,automatic,4wd,full-size,pickup,silver,ny,29579
5645,seattle-tacoma,2008,toyota,fair,4 cylinders,gas,195112,clean,manual,fwd,full-size,sedan,silver,wa,2240
5646,hudson valley,2014,FORD,like new,8 cylinders,gas,100794,clean,automatic,fwd,full-size,sedan,black,ny,29014
5647,lancaster,2014,ACURA,excellent,6 cylinders,gas,92312,clean,automatic,fwd,mid-size,SUV,silver,pa,9350
5648,anchorage / mat-su,2009,subaru,excellent,4 cylinders,gas,165812,clean,automatic,4wd,mid-size,SUV,red,,24759
5649,western slope,2014,bmw,excellent,6 cylinders,gas,101108,clean,automatic,4wd,full-size,SUV,blue,,29742
5650,reno / tahoe,2012,dodge,good,8 cylinders,gas,103986,salvage,automatic,fwd,full-size,sedan,black,ca,5506
5651,reno / tahoe,2016,chevrolet,excellent,8 cylinders,diesel,130745,clean,automatic,4wd,full-size,SUV,black,ca,24351
5652,bakersfield,2001,ford,good,6 cylinders,gas,130498,clean,automatic,fwd,full-size,sedan,brown,ca,3785
5653,modesto,2010,dodge,good,6 cylinders,,104603,clean,manual,fwd,mid-size,pickup,blue,ca,7455
5654,redding,2011,jeep,excellent,6 cylinders,gas,93805,clean,automatic,4wd,full-size,SUV,black,ca,32925
5655,tucson,2014,kia,excellent,6 cylinders,gas,110307,clean,automatic,fwd,mid-size,sedan,black,az,11611
5656,tulsa,2015,hyundai,like new,4 cylinders,gas,38676,clean,automatic,fwd,compact,sedan,black,ok,5835
5657,eastern panhandle,2010,SATURN,excellent,4 cylinders,gas,80170,rebuilt,automatic,fwd,full-size,sedan,black,wv,12586
5658,new york city,1998,DODGE,excellent,6 cylinders,gas,103987,clean,automatic,fwd,full-size,sedan,silver,ny,7706
5659,albany,2011,bmw,excellent,6 cylinders,gas,103845,clean,automatic,rwd,mid-size,sedan,black,,13656
5660,wilmington,2018,ram,like new,6 cylinders,diesel,31168,clean,automatic,4wd,full-size,pickup,black,de,41268
5661,lehigh valley,2009,buick,excellent,6 cylinders,gas,98362,clean,automatic,fwd,full-size,sedan,black,pa,5005
5662,ventura county,2016,honda,excellent,4 cylinders,gas,97007,clean,automatic,fwd,mid-size,SUV,blue,ca,4941
5663,louisville,2013,ford,good,8 cylinders,diesel,187608,clean,manual,4wd,full-size,truck,silver,ky,2218
5664,chattanooga,2013,nissan,excellent,4 cylinders,gas,110293,clean,automatic,fwd,compact,sedan,white,tn,7681
5665,albuquerque,2013,mini,like new,4 cylinders,gas,54372,clean,automatic,fwd,compact,sedan,blue,,8480
5666,rhode island,2005,chevrolet,excellent,6 cylinders,gas,166503,rebuilt,manual,4wd,full-size,truck,red,ri,21599
5667,rhode island,1999,BMW,excellent,6 cylinders,gas,103875,clean,automatic,fwd,mid-size,coupe,green,ri,6071
5668,bakersfield,2013,ford,good,8 cylinders,gas,80750,clean,automatic,rwd,full-size,truck,blue,ca,15594
5669,el paso,2017,honda,good,6 cylinders,gas,174090,rebuilt,automatic,fwd,full-size,SUV,blue,tx,8027
5670,ocala,2008,volkswagen,fair,4 cylinders,gas,122659,clean,manual,fwd,mid-size,sedan,green,fl,5716
5671,lake charles,2011,bmw,excellent,4 cylinders,gas,116688,clean,automatic,fwd,compact,sedan,black,la,12291
5672,tulsa,2013,ford,excellent,6 cylinders,gas,227774,clean,automatic,4wd,full-size,SUV,red,,9360
5673,seattle-tacoma,2011,audi,good,4 cylinders,gas,73471,clean,automatic,4wd,full-size,SUV,black,,7196
5674,raleigh / durham / CH,2000,toyota,excellent,6 cylinders,gas,169023,clean,automatic,fwd,full-size,SUV,white,nc,6125
5675,mcallen / edinburg,1998,ford,fair,8 cylinders,gas,195618,clean,automatic,fwd,mid-size,sedan,red,tx,2299
